,location,BHK,total_sqft,bath,price
6959,Hosa Road,2,1143.0,2.0,34.2
6960,Kanakpura Road,4,3170.0,4.0,250.0
6961,Kothannur,3,1485.0,2.0,59.4
6962,Hennur,3,1655.0,2.0,70.5
6963,others,2,900.0,2.0,41.0
6964,others,2,1163.0,2.0,68.0
6965,Hennur Road,3,1654.0,3.0,97.8
6966,others,1,801.0,1.0,33.645
6967,Bellandur,3,1685.0,3.0,101.0
6968,Banashankari,3,1540.0,3.0,80.0
6969,Thanisandra,2,1265.0,2.0,72.0
6970,Kasavanhalli,3,1200.0,2.0,38.4
6971,others,3,1300.0,2.0,80.0
6972,Sultan Palaya,2,1009.0,2.0,65.0
6973,others,3,1540.0,3.0,65.0
6974,Bellandur,3,1735.0,3.0,105.0
6975,Electronic City,2,1142.0,2.0,35.0
6976,others,3,1215.0,2.0,46.8
6977,Electronic City,2,1070.0,2.0,48.0
6978,Kasavanhalli,2,1575.0,2.0,85.0
6979,Hosa Road,2,1360.0,2.0,77.61
6980,Haralur Road,3,1710.0,3.0,85.0
6981,Bannerghatta Road,4,2185.0,3.0,120.0
6982,others,4,2400.0,4.0,135.0
6983,Banashankari,2,1195.0,2.0,35.84
6984,Bannerghatta Road,2,1012.0,2.0,45.0
6985,others,2,998.0,2.0,65.0
6986,7th Phase JP Nagar,2,1130.0,2.0,85.0
6987,Karuna Nagar,3,1354.0,2.0,98.0
6988,Brookefield,2,1389.0,2.0,94.0
6989,Sarjapur,4,2970.0,3.0,130.0
6990,Kaggadasapura,3,1495.0,3.0,60.0
6991,Varthur,2,1738.0,2.0,57.35
6992,Dodda Nekkundi,2,1315.0,2.0,50.0
6993,Marathahalli,2,1270.0,2.0,73.0
6994,Electronic City Phase II,2,1160.0,2.0,52.2
6995,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0
6996,Rayasandra,1,470.0,1.0,21.0
6997,others,2,1040.0,2.0,78.0
6998,others,3,1215.0,2.0,50.0
6999,Whitefield,2,1135.0,2.0,58.0
7000,8th Phase JP Nagar,3,1224.0,2.0,48.95
7001,Budigere,1,664.0,1.0,34.0
7002,Electronic City,3,1160.0,2.0,42.0
7003,Bharathi Nagar,2,1328.0,2.0,69.0
7004,others,2,975.0,2.0,45.0
7005,Malleshwaram,2,900.0,2.0,72.0
7006,others,2,1330.0,2.0,80.0
7007,Rajiv Nagar,4,2330.0,5.0,175.0
7008,Munnekollal,3,1222.0,3.0,95.0
7009,Sarjapur  Road,3,2100.0,3.0,135.0
7010,others,3,1320.0,2.0,95.0
7011,others,5,8000.0,5.0,550.0
7012,Hosur Road,4,2000.0,4.0,130.0
7013,Electronic City Phase II,2,1244.0,2.0,55.0
7014,others,2,1000.0,2.0,50.0
7015,others,3,1400.0,3.0,45.0
7016,others,2,1000.0,2.0,35.0
7017,Hebbal,4,2630.0,5.0,188.0
7018,others,2,1225.0,2.0,48.0
7019,Seegehalli,3,1683.0,3.0,80.0
7020,Yelahanka,2,1250.0,2.0,54.0
7021,Kaggalipura,3,1150.0,2.0,57.5
7022,Kaggadasapura,3,1654.0,3.0,70.0
7023,others,4,4500.0,3.0,225.0
7024,Kasavanhalli,2,1069.0,2.0,55.0
7025,Hormavu,3,2400.0,3.0,177.0
7026,7th Phase JP Nagar,3,1680.0,3.0,130.0
7027,others,4,2200.0,2.0,150.0
7028,Thanisandra,3,1595.0,3.0,105.0
7029,Hennur Road,3,1480.0,3.0,100.0
7030,Banashankari,3,1683.0,3.0,115.0
7031,Banaswadi,2,1340.0,2.0,73.0
7032,others,3,1100.0,3.0,53.0
7033,Whitefield,2,1185.0,2.0,56.0
7034,Haralur Road,3,1730.0,3.0,95.0
7035,Hennur Road,3,1450.0,3.0,88.6
7036,Sarjapur  Road,3,1862.0,4.0,110.0
7037,Hoodi,1,863.0,1.0,40.55
7038,others,2,1170.0,2.0,50.0
7039,others,2,1075.0,2.0,50.0
7040,Kodichikkanahalli,2,1060.0,2.0,34.0
7041,Sarjapur,2,850.0,2.0,32.0
7042,others,2,935.0,2.0,45.9
7043,Gollarapalya Hosahalli,4,1905.0,3.0,86.0
7044,Chikkabanavar,4,1500.0,4.0,105.0
7045,Bannerghatta Road,3,1725.0,3.0,85.0
7046,others,2,1120.0,2.0,36.0
7047,Brookefield,3,1750.0,2.0,75.0
7048,7th Phase JP Nagar,3,2000.0,3.0,77.0
7049,Koramangala,3,1745.0,3.0,98.0
7050,Uttarahalli,3,1270.0,2.0,55.25
7051,Iblur Village,5,5384.0,5.0,420.0
7052,Sahakara Nagar,2,1180.0,2.0,72.0
7053,others,2,1130.0,2.0,75.0
7054,Ardendale,3,1723.0,3.0,95.0
7055,Mysore Road,2,1175.0,2.0,70.5
7056,Ambalipura,3,1607.0,2.0,112.0
7057,others,2,1334.0,2.0,62.0
7058,Vishwapriya Layout,5,2800.0,5.0,130.0
7059,Bannerghatta,2,1113.0,2.0,70.0
7060,9th Phase JP Nagar,3,1300.0,2.0,58.0
7061,Sahakara Nagar,2,1200.0,2.0,60.0
7062,Whitefield,4,2956.0,5.0,234.0
7063,Panathur,2,1398.0,2.0,97.0
7064,Margondanahalli,2,1152.0,1.0,66.0
7065,Nagavara,2,1110.0,2.0,44.95
7066,Devarachikkanahalli,2,1116.0,2.0,47.0
7067,Babusapalaya,2,1061.0,2.0,33.84
7068,Yelahanka,2,1270.0,2.0,57.0
7069,others,2,966.0,2.0,50.0
7070,Iblur Village,4,3596.0,5.0,297.0
7071,others,3,1630.0,3.0,131.0
7072,Amruthahalli,2,1202.0,2.0,65.0
7073,Jakkur,2,1300.0,2.0,80.0
7074,Electronic City,3,1360.0,2.0,70.0
7075,Hennur Road,2,1155.0,2.0,69.18
7076,Hulimavu,2,1011.0,2.0,38.0
7077,HSR Layout,2,1203.0,2.0,72.0
7078,Hebbal,3,1645.0,3.0,113.0
7079,Horamavu Agara,3,1364.0,2.0,50.0
7080,others,1,1050.0,2.0,41.0
7081,Kothanur,3,1365.0,3.0,66.0
7082,Jigani,3,1252.0,3.0,70.0
7083,Panathur,2,1065.0,2.0,58.0
7084,Sahakara Nagar,2,1032.0,2.0,45.0
7085,Sector 2 HSR Layout,3,1515.0,2.0,69.0
7086,others,2,1427.0,2.0,52.0
7087,Magadi Road,2,940.0,2.0,50.0
7088,Bannerghatta Road,3,1460.0,2.0,80.0
7089,Sarjapur  Road,3,2275.0,4.0,175.0
7090,9th Phase JP Nagar,3,1522.0,3.0,90.0
7091,Thanisandra,2,1185.0,2.0,42.67
7092,Banashankari,3,1800.0,3.0,125.0
7093,Electronics City Phase 1,2,940.0,2.0,44.0
7094,Marathahalli,3,1530.0,3.0,71.0
7095,others,2,1050.0,2.0,48.0
7096,Subramanyapura,2,929.0,2.0,49.0
7097,Banjara Layout,4,3750.0,5.0,145.0
7098,Whitefield,3,1530.0,3.0,75.0
7099,others,2,900.0,2.0,48.0
7100,others,2,978.0,2.0,34.22
7101,Ambalipura,1,770.0,1.0,43.82
7102,Kaval Byrasandra,2,1066.0,2.0,55.0
7103,Whitefield,2,1015.0,2.0,45.0
7104,Hebbal,2,1175.0,2.0,54.05
7105,Vidyaranyapura,2,1188.0,2.0,50.0
7106,others,1,620.0,1.0,25.0
7107,others,2,1210.0,2.0,75.0
7108,Rajaji Nagar,3,1500.0,2.0,99.0
7109,Thanisandra,2,1185.0,2.0,43.66
7110,Basavangudi,3,1600.0,3.0,130.0
7111,Yelahanka,2,1300.0,2.0,69.23
7112,Kasavanhalli,2,1100.0,2.0,68.0
7113,Ambalipura,2,860.0,2.0,28.93
7114,Panathur,2,1007.0,2.0,64.0
7115,Akshaya Nagar,2,1100.0,2.0,48.0
7116,Whitefield,2,1187.0,2.0,38.0
7117,R.T. Nagar,2,1150.0,2.0,72.0
7118,others,2,1180.0,2.0,41.94
7119,Budigere,3,1820.0,3.0,85.2
7120,KR Puram,4,3628.0,4.0,246.0
7121,others,3,1430.0,3.0,70.0
7122,others,2,1200.0,1.0,70.0
7123,Old Madras Road,2,1165.0,2.0,40.77
7124,Jalahalli,3,1569.0,3.0,118.0
7125,others,3,1950.0,4.0,95.0
7126,others,2,1200.0,3.0,70.0
7127,Yelahanka New Town,3,2437.0,3.0,125.0
7128,Marathahalli,2,950.0,2.0,46.7
7129,Bellandur,3,1685.0,3.0,115.0
7130,Green Glen Layout,4,3270.0,4.0,205.0
7131,others,3,1250.0,3.0,40.0
7132,others,2,1130.0,2.0,68.0
7133,Whitefield,3,2247.0,3.0,145.0
7134,Marathahalli,3,1550.0,3.0,85.0
7135,Hoodi,3,1715.0,2.0,100.0
7136,Hennur Road,2,1053.0,2.0,53.0
7137,Begur Road,3,1200.0,3.0,50.0
7138,Chikkabanavar,5,2400.0,4.0,97.0
7139,others,2,1245.0,1.0,60.0
7140,Whitefield,4,3940.0,5.0,265.0
7141,Thanisandra,3,1241.0,2.0,65.0
7142,others,3,1390.0,2.0,50.0
7143,Kanakpura Road,3,1100.0,2.0,52.97
7144,Koramangala,2,1350.0,2.0,103.0
7145,others,2,800.0,2.0,55.0
7146,Sarjapur  Road,3,1787.0,3.0,116.0
7147,Sarjapur  Road,3,1691.0,3.0,93.01
7148,Chikka Tirupathi,3,2325.0,3.0,95.0
7149,Akshaya Nagar,3,1896.0,3.0,102.0
7150,Banashankari Stage V,3,1540.0,3.0,48.51
7151,others,2,1244.0,2.0,95.0
7152,Hormavu,3,1365.0,2.0,65.0
7153,Thanisandra,1,580.0,1.0,27.5
7154,8th Phase JP Nagar,2,1513.0,2.0,62.0
7155,Banashankari,2,1175.0,2.0,41.13
7156,Thanisandra,3,2087.0,4.0,139.0
7157,Talaghattapura,3,2273.0,3.0,145.0
7158,Thanisandra,3,2050.0,3.0,150.0
7159,others,2,1200.0,2.0,75.0
7160,Whitefield,2,1190.0,2.0,59.0
7161,Thigalarapalya,3,1830.0,3.0,133.0
7162,Sarjapur  Road,2,1028.0,2.0,56.0
7163,Whitefield,2,1160.0,2.0,67.0
7164,Mahadevpura,3,1505.0,3.0,78.0
7165,Sarjapur,2,1175.0,2.0,41.68
7166,others,2,1100.0,2.0,57.6
7167,Devanahalli,2,1230.0,2.0,56.45
7168,others,5,3100.0,6.0,165.0
7169,others,2,1340.0,2.0,71.0
7170,Banashankari,3,1750.0,2.0,89.0
7171,Banashankari Stage II,2,1400.0,2.0,100.0
7172,Nagarbhavi,3,1350.0,3.0,60.0
7173,others,3,1675.0,3.0,62.0
7174,Thanisandra,2,1340.0,2.0,66.33
7175,Hulimavu,2,1276.0,2.0,76.0
7176,Ramagondanahalli,3,1738.0,2.0,76.0
7177,others,2,1190.0,2.0,59.9
7178,Electronic City,2,1128.0,2.0,65.45
7179,others,2,1250.0,2.0,55.0
7180,others,2,1450.0,2.0,90.0
7181,Kudlu,2,1084.0,2.0,53.0
7182,Kaggadasapura,4,2150.0,4.0,90.0
7183,Hosur Road,2,1250.0,2.0,65.0
7184,Begur,3,1304.0,3.0,65.0
7185,7th Phase JP Nagar,2,980.0,2.0,77.44
7186,others,2,1275.0,2.0,49.5
7187,Banjara Layout,3,2500.0,4.0,140.0
7188,others,4,3600.0,4.0,225.0
7189,Anekal,3,2400.0,4.0,95.0
7190,Kanakpura Road,3,1450.0,2.0,70.18
7191,Electronic City,2,890.0,2.0,40.0
7192,Bannerghatta Road,2,1340.0,2.0,85.0
7193,Vidyaranyapura,3,1100.0,2.0,75.0
7194,Kengeri,2,750.0,2.0,40.0
7195,Akshaya Nagar,2,1300.0,2.0,66.0
7196,others,3,1900.0,2.0,92.0
7197,Kanakpura Road,2,1299.0,2.0,105.0
7198,others,3,1250.0,3.0,40.0
7199,others,2,925.0,2.0,55.0
7200,others,3,3900.0,3.0,250.0
7201,Uttarahalli,2,1107.0,2.0,45.0
7202,Electronics City Phase 1,2,1300.0,2.0,67.0
7203,others,3,1715.0,3.0,95.0
7204,Uttarahalli,2,1200.0,2.0,55.0
7205,Marathahalli,2,1144.0,2.0,65.0
7206,Kanakpura Road,1,525.0,1.0,26.01
7207,others,3,1400.0,2.0,56.0
7208,Balagere,1,661.0,1.0,33.0
7209,Yelahanka,3,1705.0,3.0,91.0
7210,Kadugodi,3,1430.0,2.0,55.0
7211,Marathahalli,2,1240.0,2.0,55.0
7212,Uttarahalli,3,1330.0,2.0,46.45
7213,Banashankari Stage III,3,1500.0,2.0,100.0
7214,Cox Town,2,1073.0,2.0,72.0
7215,Kudlu,2,1300.0,2.0,56.0
7216,Whitefield,2,1216.0,2.0,66.88
7217,Jigani,3,1252.0,3.0,59.0
7218,Hormavu,2,1196.0,2.0,44.8
7219,others,3,1270.0,2.0,57.15
7220,Mico Layout,2,1171.0,2.0,39.0
7221,Kothannur,3,1215.0,2.0,48.6
7222,others,1,600.0,1.0,20.0
7223,Whitefield,2,1180.0,2.0,77.0
7224,Whitefield,3,2140.0,3.0,139.0
7225,Yeshwanthpur,3,1500.0,3.0,100.0
7226,Banaswadi,2,1008.0,2.0,52.0
7227,Ambedkar Nagar,3,1921.0,4.0,129.0
7228,Rajaji Nagar,3,1621.0,3.0,124.0
7229,others,3,1030.0,2.0,77.25
7230,Whitefield,2,1314.0,2.0,84.0
7231,JP Nagar,3,1590.0,2.0,85.0
7232,Shivaji Nagar,2,703.0,2.0,49.5
7233,Hosakerehalli,3,1795.0,3.0,64.62
7234,Gottigere,4,3000.0,3.0,132.0
7235,Electronic City,2,825.0,2.0,35.0
7236,others,3,1254.0,2.0,70.0
7237,Ramagondanahalli,3,2040.0,3.0,114.0
7238,others,3,1820.0,3.0,79.5
7239,Horamavu Agara,3,1623.0,3.0,89.0
7240,Electronic City,2,1200.0,2.0,40.5
7241,Gottigere,3,1613.0,3.0,72.0
7242,others,2,1293.0,2.0,80.0
7243,Kudlu Gate,2,940.0,2.0,69.57
7244,Sarjapur  Road,3,1181.0,2.0,65.0
7245,Marathahalli,1,1100.0,2.0,75.0
7246,others,2,1050.0,2.0,36.0
7247,Subramanyapura,3,1260.0,2.0,75.0
7248,others,3,1500.0,3.0,56.0
7249,others,2,1000.0,2.0,66.0
7250,Whitefield,3,1530.0,3.0,73.0
7251,others,3,1864.0,3.0,115.0
7252,Sarjapur,3,1575.0,3.0,55.0
7253,Raja Rajeshwari Nagar,2,945.0,2.0,45.0
7254,Sarjapur  Road,3,1691.0,3.0,100.0
7255,Kengeri,1,600.0,1.0,35.0
7256,Whitefield,2,1160.0,2.0,39.0
7257,others,3,1950.0,2.0,89.5
7258,others,4,2400.0,4.0,150.0
7259,Abbigere,2,795.0,1.0,32.6
7260,Kalyan nagar,3,2285.0,4.0,165.0
7261,others,2,1263.0,2.0,51.5
7262,Hennur,3,1345.0,2.0,69.0
7263,others,5,4400.0,5.0,240.0
7264,Electronic City,3,1360.0,2.0,58.0
7265,Sarjapur  Road,2,1026.0,2.0,60.55
7266,others,2,1050.0,2.0,38.0
7267,Uttarahalli,3,1460.0,3.0,76.0
7268,others,3,1525.0,2.0,91.48
7269,Koramangala,3,1642.0,2.0,115.0
7270,others,2,975.0,2.0,60.0
7271,Bisuvanahalli,3,1075.0,2.0,44.0
7272,Panathur,2,1210.0,2.0,77.93
7273,others,3,2000.0,3.0,100.0
7274,Akshaya Nagar,2,1225.0,2.0,68.0
7275,Jakkur,2,1290.0,2.0,80.04
7276,others,2,1220.0,2.0,56.0
7277,others,1,1500.0,2.0,85.0
7278,Kaggadasapura,2,1361.0,2.0,79.0
7279,1st Phase JP Nagar,2,1394.0,2.0,85.0
7280,Yelahanka,2,870.0,2.0,27.0
7281,others,4,5000.0,5.0,300.0
7282,Rajaji Nagar,2,1222.0,2.0,98.0
7283,Bellandur,3,1846.0,3.0,135.0
7284,Yeshwanthpur,2,1167.0,2.0,64.08
7285,Kannamangala,4,2422.0,4.0,135.0
7286,others,2,1000.0,2.0,50.0
7287,Kundalahalli,2,1260.0,2.0,58.0
7288,Jigani,2,939.0,2.0,39.0
7289,Jalahalli,1,600.0,1.0,37.0
7290,8th Phase JP Nagar,2,1298.0,2.0,59.0
7291,Marathahalli,3,1710.0,3.0,135.0
7292,Subramanyapura,2,1000.0,2.0,45.0
7293,Ramagondanahalli,3,3350.0,3.0,150.0
7294,others,2,1100.0,2.0,68.0
7295,Jalahalli,1,615.0,1.0,46.0
7296,Sarjapur  Road,2,1350.0,2.0,85.0
7297,Sultan Palaya,4,5000.0,5.0,325.0
7298,Hegde Nagar,3,1718.0,3.0,130.0
7299,7th Phase JP Nagar,3,1680.0,3.0,112.0
7300,Hulimavu,2,1500.0,2.0,90.0
7301,Sarjapur  Road,3,1157.0,2.0,72.0
7302,Akshaya Nagar,2,1179.0,2.0,51.0
7303,Hulimavu,2,1315.0,2.0,60.48
7304,Jalahalli East,2,1010.0,2.0,52.0
7305,Electronic City,1,630.0,1.0,46.0
7306,Kaval Byrasandra,2,1025.0,2.0,60.0
7307,Hennur Road,2,1195.0,2.0,59.0
7308,Whitefield,2,1012.0,2.0,58.0
7309,Hegde Nagar,3,1884.0,4.0,118.0
7310,Sarjapura - Attibele Road,2,1090.0,2.0,37.0
7311,Harlur,3,1710.0,3.0,85.0
7312,Uttarahalli,3,1500.0,3.0,68.0
7313,Kodichikkanahalli,3,1310.0,2.0,53.0
7314,Dommasandra,2,674.0,1.0,19.9
7315,Hoodi,3,1350.0,3.0,70.0
7316,others,3,1464.0,2.0,115.0
7317,Electronic City Phase II,3,1625.0,2.0,48.75
7318,others,3,1385.0,3.0,90.0
7319,CV Raman Nagar,2,1040.0,2.0,50.0
7320,Haralur Road,3,1817.0,3.0,110.0
7321,others,2,1205.0,2.0,47.0
7322,others,2,1070.0,2.0,33.43
7323,others,2,1070.0,2.0,52.0
7324,Amruthahalli,2,1340.0,2.0,75.0
7325,Kalena Agrahara,2,980.0,2.0,35.0
7326,8th Phase JP Nagar,2,1006.0,2.0,44.0
7327,Thanisandra,2,1098.0,2.0,71.0
7328,Mico Layout,2,1200.0,2.0,53.5
7329,Thigalarapalya,4,4190.0,4.0,325.0
7330,Sarjapur  Road,2,1019.0,2.0,62.0
7331,Whitefield,2,1150.0,2.0,40.21
7332,Anekal,3,1733.5,3.0,120.0
7333,others,3,1750.0,3.0,58.0
7334,others,3,1537.0,3.0,81.0
7335,others,2,1050.0,2.0,45.0
7336,Kanakpura Road,3,1452.0,3.0,55.6
7337,Domlur,2,1246.0,2.0,95.0
7338,Yelahanka,3,1890.0,4.0,85.0
7339,Electronic City Phase II,2,972.0,2.0,40.0
7340,Electronic City,1,630.0,1.0,33.7
7341,others,3,1255.0,2.0,60.0
7342,Doddaballapur,3,2440.0,3.0,142.0
7343,Kanakpura Road,3,1938.0,3.0,92.69
7344,Bannerghatta Road,3,1711.0,3.0,125.0
7345,CV Raman Nagar,2,1392.0,2.0,95.0
7346,Haralur Road,2,1225.0,2.0,77.0
7347,Sarjapur  Road,4,3418.0,3.0,235.0
7348,Green Glen Layout,3,1750.0,3.0,120.0
7349,Subramanyapura,3,1260.0,2.0,80.0
7350,Sarjapur  Road,1,691.0,1.0,31.1
7351,Haralur Road,2,1285.0,2.0,78.0
7352,Hebbal,3,1590.0,3.0,96.0
7353,9th Phase JP Nagar,3,1571.0,3.0,65.0
7354,Hebbal Kempapura,5,2800.0,5.0,220.0
7355,Garudachar Palya,2,1060.0,2.0,48.66
7356,others,3,2400.0,2.0,185.0
7357,Bannerghatta Road,3,1520.0,2.0,81.0
7358,Kanakpura Road,3,1530.0,2.0,70.99
7359,others,2,1170.0,2.0,45.51
7360,OMBR Layout,3,1580.0,3.0,75.0
7361,Ardendale,3,1777.26,3.0,89.0
7362,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78
7363,Kodichikkanahalli,2,1680.0,2.0,59.0
7364,Whitefield,3,1495.0,2.0,70.0
7365,Yelahanka,3,1835.0,3.0,108.0
7366,others,2,1080.0,2.0,38.0
7367,Haralur Road,2,1225.0,2.0,67.48
7368,Balagere,1,656.0,1.0,34.77
7369,Sarjapur  Road,2,994.0,2.0,45.0
7370,others,2,1025.0,2.0,65.0
7371,Marathahalli,2,1156.0,2.0,52.0
7372,JP Nagar,2,1250.0,2.0,60.0
7373,Kundalahalli,4,3092.0,4.0,230.0
7374,Hegde Nagar,3,1930.0,4.0,122.0
7375,others,2,1020.0,2.0,70.0
7376,Kumaraswami Layout,3,1310.0,2.0,70.0
7377,Jalahalli,1,612.5,1.0,27.565
7378,Kanakpura Road,2,1322.0,2.0,70.0
7379,Kothanur,2,1160.0,2.0,57.0
7380,5th Block Hbr Layout,2,1100.0,2.0,48.0
7381,Chikkalasandra,2,1090.0,2.0,47.42
7382,KR Puram,2,2000.0,2.0,75.0
7383,others,2,1155.0,2.0,69.0
7384,Vishveshwarya Layout,6,4000.0,6.0,230.0
7385,Sarjapur  Road,4,3913.0,5.0,176.0
7386,JP Nagar,2,1125.0,2.0,39.98
7387,Yelahanka,3,1847.0,3.0,92.0
7388,7th Phase JP Nagar,3,1515.0,2.0,76.0
7389,Yelahanka,5,2500.0,3.0,120.0
7390,Sarjapur  Road,2,1130.0,2.0,55.0
7391,Bellandur,2,1049.0,2.0,51.0
7392,Amruthahalli,3,2650.0,4.0,175.0
7393,Varthur Road,2,850.0,2.0,25.4
7394,Jakkur,2,1282.0,2.0,72.0
7395,Kalena Agrahara,2,800.0,2.0,40.0
7396,Magadi Road,3,1318.0,2.0,68.0
7397,Kanakpura Road,2,1698.0,2.0,105.0
7398,others,3,1555.0,2.0,67.0
7399,Sarjapur  Road,3,1881.0,3.0,145.0
7400,Yelahanka,3,1890.0,3.0,109.0
7401,Old Madras Road,2,935.0,2.0,32.0
7402,Cox Town,2,1000.0,2.0,58.0
7403,Singasandra,3,1510.0,3.0,75.0
7404,Uttarahalli,2,1120.0,2.0,50.0
7405,Talaghattapura,2,1175.0,2.0,62.0
7406,Bellandur,3,1350.0,2.0,63.0
7407,others,4,2180.0,4.0,115.0
7408,Kasavanhalli,3,1715.0,3.0,112.0
7409,Hebbal,2,1072.0,2.0,45.0
7410,Panathur,2,1230.0,2.0,80.0
7411,Murugeshpalya,3,1600.0,2.0,65.0
7412,Thanisandra,3,1411.0,3.0,93.25
7413,Rayasandra,5,3600.0,5.0,145.0
7414,Jalahalli,3,2404.0,3.0,138.0
7415,Doddathoguru,3,1208.0,3.0,45.0
7416,Haralur Road,2,1225.0,2.0,69.84
7417,Hebbal,2,1162.0,2.0,69.0
7418,Thanisandra,3,1262.0,2.0,65.0
7419,others,2,1050.0,2.0,35.0
7420,Channasandra,3,1500.0,3.0,61.95
7421,others,3,1610.0,3.0,85.0
7422,Whitefield,2,1340.0,2.0,41.0
7423,Sarjapur  Road,3,2275.0,4.0,182.0
7424,others,4,3150.0,3.0,135.0
7425,Hosa Road,2,1170.0,2.0,65.0
7426,Channasandra,3,1800.0,3.0,60.0
7427,Banashankari Stage VI,3,1423.0,2.0,71.73
7428,Kaggadasapura,2,1106.0,2.0,40.0
7429,others,2,1255.0,2.0,56.7
7430,Babusapalaya,2,1061.0,2.0,38.95
7431,others,2,600.0,2.0,29.5
7432,Domlur,3,2100.0,3.0,145.0
7433,others,2,907.0,2.0,55.43
7434,Hennur Road,3,2047.0,3.0,67.55
7435,others,4,2597.0,4.0,189.0
7436,Bellandur,2,1211.0,2.0,63.0
7437,Hennur Road,3,1904.0,3.0,129.0
7438,Balagere,2,1205.0,2.0,73.87
7439,Yeshwanthpur,2,1164.0,2.0,64.08
7440,others,2,1410.0,2.0,73.0
7441,others,2,1150.0,2.0,42.0
7442,others,2,1170.0,2.0,53.11
7443,Hennur,2,1420.0,2.0,62.0
7444,Panathur,2,1125.0,2.0,45.0
7445,NRI Layout,3,1789.0,3.0,75.0
7446,Hulimavu,2,1021.0,2.0,76.0
7447,Kalena Agrahara,2,1222.0,2.0,48.0
7448,Hennur Road,3,1981.0,3.0,134.0
7449,Yelachenahalli,2,1103.0,2.0,55.0
7450,others,2,1201.0,2.0,65.0
7451,Sarjapur  Road,2,970.0,2.0,36.0
7452,Sarjapur,2,920.0,2.0,33.0
7453,Yeshwanthpur,3,1520.0,3.0,85.0
7454,Sonnenahalli,3,1268.0,2.0,75.0
7455,others,1,660.0,1.0,30.0
7456,Harlur,3,1755.0,3.0,115.0
7457,Hoskote,2,945.0,2.0,35.0
7458,8th Phase JP Nagar,1,500.0,1.0,33.0
7459,Harlur,4,2820.0,4.0,153.5
7460,Rachenahalli,2,1167.0,2.0,37.5
7461,Domlur,2,1276.0,2.0,80.0
7462,Thanisandra,2,1234.0,2.0,51.0
7463,ISRO Layout,3,1370.0,2.0,87.0
7464,Electronic City,3,1400.0,3.0,90.0
7465,others,2,1050.0,2.0,40.0
7466,Ramagondanahalli,2,1251.0,2.0,46.0
7467,Yeshwanthpur,3,1677.0,3.0,92.13
7468,Sarjapur  Road,2,1346.0,2.0,67.38
7469,Kanakapura,3,1290.0,2.0,51.1
7470,Garudachar Palya,2,1150.0,2.0,52.0
7471,others,2,950.0,2.0,65.0
7472,Ramamurthy Nagar,2,1050.0,2.0,51.66
7473,Hoodi,3,1660.0,3.0,131.0
7474,Nagavarapalya,2,1134.0,2.0,55.0
7475,Hebbal,2,1100.0,2.0,60.0
7476,others,3,980.0,3.0,80.0
7477,others,2,1080.0,2.0,37.8
7478,CV Raman Nagar,1,705.0,2.0,50.0
7479,others,3,1200.0,2.0,35.0
7480,Anandapura,2,1200.0,2.0,50.0
7481,Talaghattapura,3,1804.0,3.0,127.0
7482,Battarahalli,2,1090.0,2.0,38.37
7483,Electronic City,3,1287.0,3.0,55.0
7484,Thigalarapalya,3,2215.0,4.0,157.0
7485,Sarjapur  Road,2,1045.0,2.0,42.15
7486,Hormavu,2,1263.0,2.0,47.36
7487,Whitefield,3,1431.0,3.0,85.0
7488,Dommasandra,2,999.0,2.0,32.9
7489,others,3,1535.0,3.0,72.0
7490,Marathahalli,4,2524.0,5.0,180.0
7491,7th Phase JP Nagar,3,2095.0,3.0,150.0
7492,others,2,1265.0,2.0,68.0
7493,Kudlu Gate,2,1215.0,2.0,44.96
7494,Yelahanka New Town,2,2200.0,2.0,180.0
7495,Electronics City Phase 1,2,1028.0,2.0,51.0
7496,Hegde Nagar,3,1835.0,2.0,92.0
7497,Munnekollal,3,1800.0,3.0,65.0
7498,Sarjapur  Road,4,2880.0,3.0,211.0
7499,Dasanapura,2,708.0,2.0,31.15
7500,Hosakerehalli,2,925.0,2.0,46.25
7501,Bannerghatta Road,3,2826.0,3.0,148.0
7502,Kanakpura Road,1,458.0,1.0,33.66
7503,others,4,3500.0,4.0,150.0
7504,others,4,5400.0,4.0,250.0
7505,Amruthahalli,3,1450.0,2.0,90.0
7506,Kasavanhalli,2,1100.0,2.0,65.0
7507,Kadubeesanahalli,2,1185.0,2.0,55.0
7508,9th Phase JP Nagar,4,1900.0,4.0,80.0
7509,others,1,660.0,1.0,35.0
7510,Ambedkar Nagar,3,1920.0,4.0,121.0
7511,Sarjapur  Road,4,3418.0,2.0,222.0
7512,1st Phase JP Nagar,4,4550.0,2.0,240.0
7513,Bhoganhalli,2,1205.0,2.0,68.32
7514,Haralur Road,2,1200.0,2.0,46.0
7515,Akshaya Nagar,3,1421.0,2.0,73.0
7516,6th Phase JP Nagar,3,1250.0,3.0,48.9
7517,Whitefield,1,524.0,1.0,29.0
7518,HSR Layout,5,4200.0,5.0,245.0
7519,Rachenahalli,2,985.0,2.0,50.17
7520,Whitefield,4,2830.0,4.0,161.0
7521,others,2,1140.0,2.0,60.0
7522,5th Block Hbr Layout,5,3600.0,5.0,130.0
7523,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0
7524,Devanahalli,2,1360.0,2.0,62.425
7525,Dasarahalli,2,1333.0,2.0,86.65
7526,Electronic City,2,1258.0,2.0,85.5
7527,others,3,1458.0,2.0,87.0
